ticker,date,period_ending,estimate,reported,surprise,surprise%
SMAR,2024-09-05,2024-07-31,0.29,0.44,0.15,51.7241
SMBC,2024-07-30,2024-06-30,1.12,1.19,0.07,6.25
SMBK,2024-07-22,2024-06-30,0.39,0.46,0.07,17.9487
SMCI,2024-08-06,2024-06-30,8.07,6.25,-1.82,-22.5527
SMG,2024-07-31,2024-06-30,1.93,2.31,0.38,19.6891
SMMT,2024-08-06,2024-06-30,-0.06,-0.09,-0.03,-50.0
SMP,2024-08-01,2024-06-30,0.78,0.98,0.2,25.641
SMPL,2024-06-27,2024-05-31,0.48,0.5,0.02,4.1667
SMR,2024-08-08,2024-06-30,-0.13,-0.31,-0.18,-138.4615
SMRT,2024-08-07,2024-06-30,-0.01,-0.02,-0.01,-100.0
SMTC,2024-08-27,2024-07-31,0.09,0.11,0.02,22.2222
SN,2024-08-08,2024-06-30,0.62,0.71,0.09,14.5161
SNA,2024-07-18,2024-06-30,4.94,5.07,0.13,2.6316
SNBR,2024-07-31,2024-06-30,-0.37,-0.22,0.15,40.5405
SNCY,2024-08-01,2024-06-30,0.05,0.06,0.01,20.0
SNDR,2024-08-01,2024-06-30,0.18,0.21,0.03,16.6667
SNDX,2024-08-01,2024-06-30,-0.91,-0.8,0.11,12.0879
SNEX,2024-08-06,2024-06-30,1.78,1.88,0.1,5.618
SNOW,2024-08-21,2024-07-31,0.16,0.18,0.02,12.5
SNPS,2024-08-21,2024-07-31,3.28,3.43,0.15,4.5732
SNV,2024-07-17,2024-06-30,0.86,1.16,0.3,34.8837
SNX,2024-06-25,2024-05-31,2.82,2.73,-0.09,-3.1915
SO,2024-08-01,2024-06-30,0.92,1.1,0.18,19.5652
SOC,2024-08-14,2024-06-30,-0.39,-2.75,-2.36,-605.1282
SOFI,2024-07-30,2024-06-30,0.01,0.01,0.0,0.0
SOLV,2024-08-08,2024-06-30,1.51,1.56,0.05,3.3113
SON,2024-07-31,2024-06-30,1.24,1.28,0.04,3.2258
SONO,2024-08-07,2024-06-30,0.01,0.03,0.02,200.0
SOUN,2024-08-08,2024-06-30,-0.09,-0.11,-0.02,-22.2222
SPB,2024-08-08,2024-06-30,1.21,1.1,-0.11,-9.0909
SPCE,2024-08-07,2024-06-30,-4.92,-4.36,0.56,11.3821
SPFI,2024-07-18,2024-06-30,0.59,0.66,0.07,11.8644
SPG,2024-08-05,2024-06-30,1.51,1.51,0.0,0.0
SPGI,2024-07-30,2024-06-30,3.65,4.04,0.39,10.6849
SPHR,2024-08-14,2024-06-30,-2.04,-1.31,0.73,35.7843
SPNS,2024-08-01,2024-06-30,0.36,0.37,0.01,2.7778
SPNT,2024-08-01,2024-06-30,0.4,0.57,0.17,42.5
SPOK,2024-07-24,2024-06-30,0.19,0.17,-0.02,-10.5263
SPOT,2024-07-23,2024-06-30,1.06,1.33,0.27,25.4717
SPR,2024-08-05,2024-06-30,-0.9,-2.73,-1.83,-203.3333
SPRY,2024-08-06,2024-06-30,-0.12,-0.13,-0.01,-8.3333
SPSC,2024-07-25,2024-06-30,0.77,0.8,0.03,3.8961
SPT,2024-08-01,2024-06-30,0.08,0.09,0.01,12.5
SPTN,2024-08-15,2024-06-30,0.56,0.59,0.03,5.3571
SPXC,2024-08-01,2024-06-30,1.25,1.42,0.17,13.6
SQ,2024-08-01,2024-06-30,0.84,0.93,0.09,10.7143
SR,2024-07-31,2024-06-30,-0.16,-0.14,0.02,12.5
SRCE,2024-07-25,2024-06-30,1.22,1.49,0.27,22.1311
SRDX,2024-07-31,2024-06-30,-0.33,-0.27,0.06,18.1818
SRE,2024-08-06,2024-06-30,0.94,0.89,-0.05,-5.3191
SRI,2024-07-31,2024-06-30,-0.02,0.17,0.19,950.0
SRPT,2024-08-07,2024-06-30,0.01,0.07,0.06,600.0
SRRK,2024-08-08,2024-06-30,-0.61,-0.6,0.01,1.6393
SSB,2024-07-24,2024-06-30,1.54,1.79,0.25,16.2338
SSD,2024-07-22,2024-06-30,2.44,2.31,-0.13,-5.3279
SSNC,2024-07-25,2024-06-30,1.2,1.27,0.07,5.8333
SSP,2024-08-08,2024-06-30,-0.01,-0.15,-0.14,-1400.0
SSRM,2024-07-31,2024-06-30,0.03,0.04,0.01,33.3333
SSTI,2024-08-06,2024-06-30,-0.09,-0.06,0.03,33.3333
SSTK,2024-08-06,2024-06-30,1.0,1.0,0.0,0.0
ST,2024-07-29,2024-06-30,0.93,0.93,0.0,0.0
STAA,2024-08-07,2024-06-30,0.24,0.36,0.12,50.0
STAG,2024-07-30,2024-06-30,0.21,0.32,0.11,52.381
STBA,2024-07-18,2024-06-30,0.74,0.89,0.15,20.2703
STC,2024-07-24,2024-06-30,1.13,0.91,-0.22,-19.469
STE,2024-08-06,2024-06-30,1.98,2.14,0.16,8.0808
STEL,2024-07-26,2024-06-30,0.48,0.56,0.08,16.6667
STEM,2024-08-06,2024-06-30,-0.23,-0.22,0.01,4.3478
STEP,2024-08-08,2024-06-30,0.35,0.48,0.13,37.1429
STGW,2024-08-01,2024-06-30,0.17,0.14,-0.03,-17.6471
STKL,2024-08-07,2024-06-30,0.01,0.02,0.01,100.0
STLD,2024-07-17,2024-06-30,2.67,2.72,0.05,1.8727
STNE,2024-08-14,2024-06-30,1.54,1.61,0.07,4.5455
STNG,2024-07-30,2024-06-30,3.48,3.6,0.12,3.4483
STOK,2024-08-07,2024-06-30,-0.56,-0.46,0.1,17.8571
STR,2024-08-07,2024-06-30,0.18,0.15,-0.03,-16.6667
STRA,2024-07-31,2024-06-30,1.19,1.33,0.14,11.7647
STRL,2024-08-05,2024-06-30,1.42,1.67,0.25,17.6056
STRO,2024-08-13,2024-06-30,-0.79,-0.59,0.2,25.3165
STT,2024-07-16,2024-06-30,2.03,2.15,0.12,5.9113
STWD,2024-08-06,2024-06-30,0.49,0.48,-0.01,-2.0408
STZ,2024-07-03,2024-05-31,3.46,3.57,0.11,3.1792
SUI,2024-07-31,2024-06-30,0.65,0.42,-0.23,-35.3846
SUM,2024-08-05,2024-06-30,0.61,0.66,0.05,8.1967
SUPN,2024-08-06,2024-06-30,0.31,0.36,0.05,16.129
SVC,2024-08-06,2024-06-30,-0.09,-0.45,-0.36,-400.0
SVRA,2024-08-12,2024-06-30,-0.11,-0.12,-0.01,-9.0909
SVV,2024-08-08,2024-06-30,0.2,0.14,-0.06,-30.0
SW,2024-07-31,2024-06-30,0.76,0.51,-0.25,-32.8947
SWBI,2024-09-05,2024-07-31,-0.02,-0.02,0.0,0.0
SWI,2024-08-01,2024-06-30,0.23,0.26,0.03,13.0435
SWK,2024-07-30,2024-06-30,0.84,1.09,0.25,29.7619
SWKS,2024-07-30,2024-06-30,1.21,1.21,0.0,0.0
SWTX,2024-08-07,2024-06-30,-1.11,-0.54,0.57,51.3514
SWX,2024-08-06,2024-06-30,0.48,0.31,-0.17,-35.4167
SXC,2024-07-31,2024-06-30,0.22,0.25,0.03,13.6364
SXI,2024-08-01,2024-06-30,1.73,1.76,0.03,1.7341
SXT,2024-07-26,2024-06-30,0.82,0.77,-0.05,-6.0976
SYBT,2024-07-24,2024-06-30,0.84,0.94,0.1,11.9048
SYF,2024-07-17,2024-06-30,1.35,1.55,0.2,14.8148
SYK,2024-07-30,2024-06-30,2.79,2.81,0.02,0.7168
SYNA,2024-08-08,2024-06-30,0.55,0.64,0.09,16.3636
SYRE,2024-08-07,2024-06-30,-0.95,-0.86,0.09,9.4737
SYY,2024-07-30,2024-06-30,1.38,1.39,0.01,0.7246
T,2024-07-24,2024-06-30,0.57,0.57,0.0,0.0
TALO,2024-08-07,2024-06-30,-0.13,0.03,0.16,123.0769
TAP,2024-08-06,2024-06-30,1.68,1.92,0.24,14.2857
TARS,2024-08-08,2024-06-30,-0.92,-0.88,0.04,4.3478
TBBK,2024-07-25,2024-06-30,1.07,1.05,-0.02,-1.8692
TBI,2024-08-05,2024-06-30,-0.05,-0.35,-0.3,-600.0
TBPH,2024-08-05,2024-06-30,-0.21,-0.28,-0.07,-33.3333
TCBI,2024-07-18,2024-06-30,0.86,0.8,-0.06,-6.9767
TCBK,2024-07-25,2024-06-30,0.79,0.87,0.08,10.1266
TCBX,2024-07-24,2024-06-30,0.57,0.63,0.06,10.5263
TCMD,2024-08-05,2024-06-30,0.12,0.18,0.06,50.0
TCRX,2024-08-12,2024-06-30,-0.2838,-0.28,0.0038,1.339
TDC,2024-08-05,2024-06-30,0.48,0.64,0.16,33.3333
TDG,2024-08-06,2024-06-30,8.56,9.0,0.44,5.1402
TDOC,2024-07-31,2024-06-30,-0.35,-0.28,0.07,20.0
TDS,2024-08-02,2024-06-30,-0.13,-0.13,0.0,0.0
TDUP,2024-08-05,2024-06-30,-0.11,-0.13,-0.02,-18.1818
TDW,2024-08-06,2024-06-30,0.91,0.94,0.03,3.2967
TDY,2024-07-24,2024-06-30,4.5,4.58,0.08,1.7778
TEAM,2024-08-01,2024-06-30,0.6,0.66,0.06,10.0
TECH,2024-08-07,2024-06-30,0.49,0.49,0.0,0.0
TENB,2024-07-31,2024-06-30,0.24,0.31,0.07,29.1667
TER,2024-07-24,2024-06-30,0.77,0.86,0.09,11.6883
TERN,2024-08-05,2024-06-30,-0.34,-0.31,0.03,8.8235
TEX,2024-07-30,2024-06-30,2.06,2.16,0.1,4.8544
TFC,2024-07-22,2024-06-30,0.82,0.91,0.09,10.9756
TFIN,2024-07-17,2024-06-30,0.22,0.08,-0.14,-63.6364
TFSL,2024-07-30,2024-06-30,0.06,0.07,0.01,16.6667
TFX,2024-08-01,2024-06-30,3.33,3.42,0.09,2.7027
TGI,2024-08-07,2024-06-30,-0.05,-0.06,-0.01,-20.0
TGLS,2024-08-08,2024-06-30,0.83,0.86,0.03,3.6145
TGNA,2024-08-07,2024-06-30,0.48,0.5,0.02,4.1667
TGT,2024-08-21,2024-07-31,2.18,2.57,0.39,17.8899
TGTX,2024-08-06,2024-06-30,-0.05,0.04,0.09,180.0
TH,2024-08-07,2024-06-30,0.17,0.18,0.01,5.8824
THC,2024-07-24,2024-06-30,1.9,2.31,0.41,21.5789
THFF,2024-07-23,2024-06-30,0.96,0.96,0.0,0.0
THG,2024-07-31,2024-06-30,1.85,1.88,0.03,1.6216
THO,2024-09-24,2024-07-31,1.3,1.68,0.38,29.2308
THR,2024-08-07,2024-06-30,0.31,0.38,0.07,22.5806
THRD,2024-08-08,2024-06-30,-0.2633,-0.22,0.0433,16.4451
THRM,2024-07-31,2024-06-30,0.61,0.66,0.05,8.1967
THRY,2024-08-01,2024-06-30,0.45,0.15,-0.3,-66.6667
THS,2024-08-05,2024-06-30,0.13,0.29,0.16,123.0769
TILE,2024-08-02,2024-06-30,0.28,0.4,0.12,42.8571
TITN,2024-08-29,2024-07-31,0.19,0.17,-0.02,-10.5263
TJX,2024-08-21,2024-07-31,0.92,0.96,0.04,4.3478
TKO,2024-07-31,2024-06-30,0.87,0.72,-0.15,-17.2414
TKR,2024-07-31,2024-06-30,1.6,1.63,0.03,1.875
TMCI,2024-08-06,2024-06-30,-0.29,-0.29,0.0,0.0
TMDX,2024-07-31,2024-06-30,0.21,0.35,0.14,66.6667
TMHC,2024-07-24,2024-06-30,1.9,1.97,0.07,3.6842
TMO,2024-07-24,2024-06-30,5.12,5.37,0.25,4.8828
TMP,2024-07-26,2024-06-30,0.9,1.1,0.2,22.2222
TMUS,2024-07-31,2024-06-30,2.28,2.49,0.21,9.2105
TNC,2024-08-08,2024-06-30,1.72,1.83,0.11,6.3953
TNDM,2024-08-01,2024-06-30,-0.54,-0.48,0.06,11.1111
TNET,2024-07-26,2024-06-30,1.28,1.53,0.25,19.5313
TNGX,2024-08-07,2024-06-30,-0.34,-0.24,0.1,29.4118
TNK,2024-08-01,2024-06-30,3.05,3.11,0.06,1.9672
TNL,2024-07-24,2024-06-30,1.4,1.52,0.12,8.5714
TNYA,2024-08-09,2024-06-30,-0.39,-0.34,0.05,12.8205
TOL,2024-08-20,2024-07-31,3.31,3.6,0.29,8.7613
TOST,2024-08-06,2024-06-30,-0.02,0.02,0.04,200.0
TOWN,2024-07-24,2024-06-30,0.48,0.57,0.09,18.75
TPB,2024-08-01,2024-06-30,0.75,0.89,0.14,18.6667
TPC,2024-08-01,2024-06-30,0.17,0.02,-0.15,-88.2353
TPG,2024-08-06,2024-06-30,0.43,0.57,0.14,32.5581
TPH,2024-07-25,2024-06-30,1.09,1.25,0.16,14.6789
TPIC,2024-08-08,2024-06-30,-0.64,-1.92,-1.28,-200.0
TPL,2024-08-07,2024-06-30,5.36,4.98,-0.38,-7.0896
TPR,2024-08-15,2024-06-30,0.88,0.92,0.04,4.5455
TPX,2024-08-06,2024-06-30,0.64,0.63,-0.01,-1.5625
TRC,2024-08-06,2024-06-30,-0.03,0.04,0.07,233.3333
TRDA,2024-08-06,2024-06-30,0.14,1.5499,1.4099,1007.0714
TREE,2024-07-25,2024-06-30,0.46,0.54,0.08,17.3913
TREX,2024-08-06,2024-06-30,0.78,0.8,0.02,2.5641
TRGP,2024-08-01,2024-06-30,1.27,1.33,0.06,4.7244
TRIP,2024-08-06,2024-06-30,0.37,0.39,0.02,5.4054
TRMB,2024-08-06,2024-06-30,0.58,0.62,0.04,6.8966
TRMK,2024-07-23,2024-06-30,0.63,0.67,0.04,6.3492
TRML,2024-08-08,2024-06-30,-0.71,-0.68,0.03,4.2254
TRN,2024-08-01,2024-06-30,0.34,0.66,0.32,94.1176
TRNO,2024-08-07,2024-06-30,0.35,0.37,0.02,5.7143
TRNS,2024-07-29,2024-06-30,0.36,0.48,0.12,33.3333
TROW,2024-07-26,2024-06-30,2.27,2.26,-0.01,-0.4405
TROX,2024-08-01,2024-06-30,0.18,0.07,-0.11,-61.1111
TRS,2024-07-30,2024-06-30,0.53,0.43,-0.1,-18.8679
TRST,2024-07-22,2024-06-30,0.53,0.66,0.13,24.5283
TRTX,2024-07-30,2024-06-30,0.25,0.28,0.03,12.0
TRU,2024-07-25,2024-06-30,0.97,0.99,0.02,2.0619
TRUE,2024-08-05,2024-06-30,-0.03,-0.03,0.0,0.0
TRUP,2024-08-08,2024-06-30,-0.18,-0.14,0.04,22.2222
TRV,2024-07-19,2024-06-30,1.98,2.51,0.53,26.7677
TSCO,2024-07-25,2024-06-30,3.93,3.93,0.0,0.0
TSHA,2024-08-12,2024-06-30,-0.16,-0.09,0.07,43.75
TSLA,2024-07-23,2024-06-30,0.56,0.52,-0.04,-7.1429
TSN,2024-08-05,2024-06-30,0.65,0.87,0.22,33.8462
TSVT,2024-08-07,2024-06-30,-0.65,0.45,1.1,169.2308
TT,2024-07-31,2024-06-30,3.08,3.3,0.22,7.1429
TTC,2024-09-05,2024-07-31,1.22,1.18,-0.04,-3.2787
TTD,2024-08-08,2024-06-30,0.35,0.39,0.04,11.4286
TTEC,2024-08-08,2024-06-30,0.29,0.14,-0.15,-51.7241
TTEK,2024-07-31,2024-06-30,1.55,1.59,0.04,2.5806
TTGT,2024-08-08,2024-06-30,0.41,0.42,0.01,2.439
TTI,2024-07-31,2024-06-30,0.1,0.07,-0.03,-30.0
TTMI,2024-07-31,2024-06-30,0.34,0.39,0.05,14.7059
TTWO,2024-08-08,2024-06-30,-0.02,0.05,0.07,350.0
TVTX,2024-08-01,2024-06-30,-0.86,-0.91,-0.05,-5.814
TW,2024-07-25,2024-06-30,0.69,0.7,0.01,1.4493
TWI,2024-07-31,2024-06-30,0.25,0.1,-0.15,-60.0
TWLO,2024-08-01,2024-06-30,0.7,0.87,0.17,24.2857
TWO,2024-07-30,2024-06-30,0.32,0.17,-0.15,-46.875
TWST,2024-08-02,2024-06-30,-0.77,-1.47,-0.7,-90.9091
TXG,2024-08-08,2024-06-30,-0.48,-0.32,0.16,33.3333
TXN,2024-07-23,2024-06-30,1.17,1.22,0.05,4.2735
TXNM,2024-07-31,2024-06-30,0.55,0.6,0.05,9.0909
TXRH,2024-07-25,2024-06-30,1.64,1.79,0.15,9.1463
TXT,2024-07-18,2024-06-30,1.48,1.54,0.06,4.0541
TYL,2024-07-24,2024-06-30,2.31,2.4,0.09,3.8961
TYRA,2024-08-08,2024-06-30,-0.41,-0.32,0.09,21.9512
U,2024-08-08,2024-06-30,-0.42,-0.32,0.1,23.8095
UA,2024-08-08,2024-06-30,-0.08,0.01,0.09,112.5
UAA,2024-08-08,2024-06-30,-0.08,0.01,0.09,112.5
UAL,2024-07-17,2024-06-30,3.93,4.14,0.21,5.3435
UBER,2024-08-06,2024-06-30,0.31,0.47,0.16,51.6129
UBSI,2024-07-25,2024-06-30,0.64,0.71,0.07,10.9375
UCB,2024-07-24,2024-06-30,0.51,0.58,0.07,13.7255
UCTT,2024-07-25,2024-06-30,0.26,0.32,0.06,23.0769
UDMY,2024-07-31,2024-06-30,-0.01,-0.04,-0.03,-300.0
UDR,2024-07-30,2024-06-30,0.09,0.08,-0.01,-11.1111
UE,2024-07-31,2024-06-30,0.04,0.26,0.22,550.0
UEC,2024-09-27,2024-07-31,-0.01,-0.04,-0.03,-300.0
UFCS,2024-08-06,2024-06-30,0.01,-0.07,-0.08,-800.0
UFPI,2024-07-30,2024-06-30,2.03,2.05,0.02,0.9852
UFPT,2024-07-31,2024-06-30,1.53,1.75,0.22,14.3791
UGI,2024-08-07,2024-06-30,-0.06,0.06,0.12,200.0
UHAL,2024-08-07,2024-06-30,1.25,0.95,-0.3,-24.0
UHS,2024-07-24,2024-06-30,3.28,4.31,1.03,31.4024
UI,2024-08-23,2024-06-30,1.73,1.74,0.01,0.578
UIS,2024-08-05,2024-06-30,-0.01,0.16,0.17,1700.0
ULCC,2024-08-08,2024-06-30,0.13,0.14,0.01,7.6923
ULH,2024-07-25,2024-06-30,1.14,1.17,0.03,2.6316
ULTA,2024-08-29,2024-07-31,5.46,5.3,-0.16,-2.9304
UMBF,2024-07-30,2024-06-30,2.01,2.07,0.06,2.9851
UMH,2024-08-06,2024-06-30,0.01,0.01,0.0,0.0
UNF,2024-06-26,2024-05-31,1.86,2.24,0.38,20.4301
UNFI,2024-10-01,2024-07-31,-0.1,0.01,0.11,110.0
UNH,2024-07-16,2024-06-30,6.66,6.8,0.14,2.1021
UNIT,2024-08-01,2024-06-30,0.11,0.07,-0.04,-36.3636
UNM,2024-07-30,2024-06-30,2.02,2.16,0.14,6.9307
UNP,2024-07-25,2024-06-30,2.71,2.74,0.03,1.107
UPBD,2024-08-01,2024-06-30,1.03,1.04,0.01,0.9709
UPS,2024-07-23,2024-06-30,1.99,1.79,-0.2,-10.0503
UPST,2024-08-06,2024-06-30,-0.39,-0.17,0.22,56.4103
UPWK,2024-08-07,2024-06-30,0.23,0.26,0.03,13.0435
URBN,2024-08-21,2024-07-31,1.0,1.24,0.24,24.0
URG,2024-08-09,2024-06-30,-0.02,-0.02,0.0,0.0
URGN,2024-08-13,2024-06-30,-0.83,-0.91,-0.08,-9.6386
URI,2024-07-24,2024-06-30,10.54,10.7,0.16,1.518
USAP,2024-07-31,2024-06-30,0.52,0.9,0.38,73.0769
USB,2024-07-17,2024-06-30,0.94,0.98,0.04,4.2553
USFD,2024-08-08,2024-06-30,0.93,0.93,0.0,0.0
USNA,2024-07-23,2024-06-30,0.65,0.54,-0.11,-16.9231
USPH,2024-08-13,2024-06-30,0.82,0.73,-0.09,-10.9756
UTHR,2024-07-31,2024-06-30,6.4,5.85,-0.55,-8.5938
UTI,2024-08-06,2024-06-30,0.07,0.09,0.02,28.5714
UTL,2024-08-06,2024-06-30,0.29,0.27,-0.02,-6.8966
UTZ,2024-08-01,2024-06-30,0.16,0.19,0.03,18.75
UUUU,2024-08-02,2024-06-30,-0.05,-0.04,0.01,20.0
UVE,2024-07-25,2024-06-30,1.02,1.18,0.16,15.6863
UVSP,2024-07-24,2024-06-30,0.51,0.62,0.11,21.5686
UWMC,2024-08-06,2024-06-30,0.07,0.04,-0.03,-42.8571
V,2024-07-23,2024-06-30,2.42,2.42,0.0,0.0
VAC,2024-07-31,2024-06-30,1.99,1.1,-0.89,-44.7236
VAL,2024-07-31,2024-06-30,0.71,2.03,1.32,185.9155
VBTX,2024-07-23,2024-06-30,0.53,0.52,-0.01,-1.8868
VC,2024-07-25,2024-06-30,1.97,2.54,0.57,28.934
VCEL,2024-08-01,2024-06-30,-0.08,-0.1,-0.02,-25.0
VCTR,2024-08-08,2024-06-30,1.26,1.16,-0.1,-7.9365
VCYT,2024-08-06,2024-06-30,-0.02,0.07,0.09,450.0
VECO,2024-08-06,2024-06-30,0.43,0.42,-0.01,-2.3256
VEEV,2024-08-28,2024-07-31,1.53,1.62,0.09,5.8824
VEL,2024-08-01,2024-06-30,0.41,0.45,0.04,9.7561
VERA,2024-08-08,2024-06-30,-0.56,-0.62,-0.06,-10.7143
VERV,2024-08-08,2024-06-30,-0.6617,-0.59,0.0717,10.8357
VERX,2024-08-07,2024-06-30,0.13,0.15,0.02,15.3846
VFC,2024-08-06,2024-06-30,-0.37,-0.33,0.04,10.8108
VIAV,2024-08-08,2024-06-30,0.07,0.08,0.01,14.2857
VICI,2024-07-31,2024-06-30,0.68,0.71,0.03,4.4118
VICR,2024-07-23,2024-06-30,0.11,-0.03,-0.14,-127.2727
VIR,2024-08-01,2024-06-30,-0.9,-1.02,-0.12,-13.3333
VIRT,2024-07-18,2024-06-30,0.6,0.83,0.23,38.3333
VITL,2024-08-08,2024-06-30,0.2,0.36,0.16,80.0
VKTX,2024-07-24,2024-06-30,-0.27,-0.2,0.07,25.9259
VLO,2024-07-25,2024-06-30,2.6,2.71,0.11,4.2308
VLTO,2024-07-25,2024-06-30,0.8,0.85,0.05,6.25
VLY,2024-07-25,2024-06-30,0.19,0.13,-0.06,-31.5789
VMC,2024-08-06,2024-06-30,2.48,2.35,-0.13,-5.2419
VMD,2024-08-07,2024-06-30,0.07,0.04,-0.03,-42.8571
VMEO,2024-08-05,2024-06-30,0.01,0.06,0.05,500.0
VMI,2024-07-24,2024-06-30,4.08,4.91,0.83,20.3431
VNDA,2024-07-31,2024-06-30,-0.21,-0.08,0.13,61.9048
VNO,2024-08-05,2024-06-30,-0.1,0.18,0.28,280.0
VNOM,2024-08-05,2024-06-30,0.56,0.61,0.05,8.9286
VNT,2024-08-01,2024-06-30,0.7,0.63,-0.07,-10.0
VOYA,2024-07-30,2024-06-30,2.14,2.27,0.13,6.0748
VPG,2024-08-06,2024-06-30,0.34,0.31,-0.03,-8.8235
VRDN,2024-08-08,2024-06-30,-0.89,-1.02,-0.13,-14.6067
VRE,2024-07-24,2024-06-30,-0.06,0.03,0.09,150.0
VREX,2024-08-01,2024-06-30,0.19,0.14,-0.05,-26.3158
VRNS,2024-07-29,2024-06-30,-0.02,0.05,0.07,350.0
VRNT,2024-09-04,2024-07-31,0.53,0.49,-0.04,-7.5472
VRRM,2024-08-08,2024-06-30,0.3,0.31,0.01,3.3333
VRSK,2024-07-31,2024-06-30,1.64,1.74,0.1,6.0976
VRSN,2024-07-25,2024-06-30,1.93,2.01,0.08,4.1451
VRT,2024-07-24,2024-06-30,0.57,0.67,0.1,17.5439
VRTS,2024-07-26,2024-06-30,6.61,6.53,-0.08,-1.2103
VRTX,2024-08-01,2024-06-30,2.94,-12.83,-15.77,-536.3946
VSAT,2024-08-07,2024-06-30,-0.46,-0.26,0.2,43.4783
VSCO,2024-08-28,2024-07-31,0.36,0.4,0.04,11.1111
VSEC,2024-07-31,2024-06-30,0.65,0.64,-0.01,-1.5385
VSH,2024-08-07,2024-06-30,0.16,0.17,0.01,6.25
VST,2024-08-08,2024-06-30,1.38,0.9,-0.48,-34.7826
VSTO,2024-08-05,2024-06-30,0.96,1.01,0.05,5.2083
VSTS,2024-08-07,2024-06-30,0.11,0.16,0.05,45.4545
VTLE,2024-08-07,2024-06-30,1.84,1.46,-0.38,-20.6522
VTOL,2024-08-06,2024-06-30,0.56,1.81,1.25,223.2143
VTR,2024-08-01,2024-06-30,0.02,0.05,0.03,150.0
VTRS,2024-08-08,2024-06-30,0.68,0.69,0.01,1.4706
VTS,2024-08-05,2024-06-30,0.37,0.35,-0.02,-5.4054
VTYX,2024-08-09,2024-06-30,-0.5743,-0.45,0.1243,21.6437
VVI,2024-08-06,2024-06-30,0.82,0.97,0.15,18.2927
VVV,2024-08-07,2024-06-30,0.48,0.45,-0.03,-6.25
VVX,2024-08-06,2024-06-30,0.19,-0.21,-0.4,-210.5263
VYGR,2024-08-06,2024-06-30,-0.41,-0.18,0.23,56.0976
VYX,2024-08-06,2024-06-30,0.16,0.09,-0.07,-43.75
VZ,2024-07-22,2024-06-30,1.15,1.15,0.0,0.0
VZIO,2024-08-07,2024-06-30,0.01,0.001,-0.009,-90.0
W,2024-08-01,2024-06-30,0.49,0.47,-0.02,-4.0816
WAB,2024-07-24,2024-06-30,1.88,1.96,0.08,4.2553
WABC,2024-07-18,2024-06-30,1.3,1.33,0.03,2.3077
WAFD,2024-07-16,2024-06-30,0.57,0.75,0.18,31.5789
WAL,2024-07-18,2024-06-30,1.71,1.75,0.04,2.3392
WALD,2024-08-27,2024-06-30,-0.03,-0.05,-0.02,-66.6667
WASH,2024-07-22,2024-06-30,0.49,0.63,0.14,28.5714
WAT,2024-07-31,2024-06-30,2.56,2.63,0.07,2.7344
WAY,2024-08-07,2024-06-30,-0.02,0.04,0.06,300.0
WBA,2024-06-27,2024-05-31,0.68,0.63,-0.05,-7.3529
WBD,2024-08-07,2024-06-30,-0.22,-0.36,-0.14,-63.6364
WBS,2024-07-23,2024-06-30,1.34,1.26,-0.08,-5.9701
WCC,2024-08-01,2024-06-30,3.6,3.21,-0.39,-10.8333
WD,2024-08-08,2024-06-30,0.79,0.67,-0.12,-15.1899
WDAY,2024-08-22,2024-07-31,1.65,1.75,0.1,6.0606
WDC,2024-07-31,2024-06-30,1.17,1.44,0.27,23.0769
WDFC,2024-07-10,2024-05-31,1.39,1.46,0.07,5.036
WEAV,2024-07-31,2024-06-30,-0.02,-0.12,-0.1,-500.0
WEC,2024-07-31,2024-06-30,0.64,0.67,0.03,4.6875
WELL,2024-07-29,2024-06-30,0.34,0.42,0.08,23.5294
WEN,2024-08-01,2024-06-30,0.28,0.27,-0.01,-3.5714
WERN,2024-07-30,2024-06-30,0.2,0.17,-0.03,-15.0
WEST,2024-08-08,2024-06-30,-0.08,-0.2,-0.12,-150.0
WEX,2024-07-25,2024-06-30,3.72,3.9,0.18,4.8387
WFC,2024-07-12,2024-06-30,1.29,1.33,0.04,3.1008
WFRD,2024-07-23,2024-06-30,1.74,1.66,-0.08,-4.5977
WGO,2024-06-20,2024-05-31,1.32,1.13,-0.19,-14.3939
WGS,2024-07-30,2024-06-30,-0.3,-0.1,0.2,66.6667
WH,2024-07-24,2024-06-30,1.03,1.13,0.1,9.7087
WHD,2024-07-31,2024-06-30,0.72,0.81,0.09,12.5
WHR,2024-07-24,2024-06-30,2.39,2.39,0.0,0.0
WINA,2024-07-17,2024-06-30,2.77,2.85,0.08,2.8881
WING,2024-07-31,2024-06-30,0.82,0.93,0.11,13.4146
WK,2024-08-01,2024-06-30,0.18,0.16,-0.02,-11.1111
WKC,2024-07-25,2024-06-30,0.56,0.48,-0.08,-14.2857
WLDN,2024-08-01,2024-06-30,0.29,0.55,0.26,89.6552
WLK,2024-08-06,2024-06-30,1.99,2.4,0.41,20.603
WLY,2024-09-05,2024-07-31,0.55,0.47,-0.08,-14.5455
WM,2024-07-24,2024-06-30,1.83,1.82,-0.01,-0.5464
WMB,2024-08-05,2024-06-30,0.38,0.43,0.05,13.1579
WMS,2024-08-08,2024-06-30,2.08,2.06,-0.02,-0.9615
WMT,2024-08-15,2024-07-31,0.65,0.67,0.02,3.0769
WNC,2024-07-24,2024-06-30,0.56,0.64,0.08,14.2857
WNS,2024-07-18,2024-06-30,0.91,0.93,0.02,2.1978
