ticker,date,period_ending,estimate,reported,surprise,surprise%
LADR,2024-07-25,2024-06-30,0.3,0.31,0.01,3.3333
LAMR,2024-08-08,2024-06-30,1.37,1.34,-0.03,-2.1898
LANC,2024-08-22,2024-06-30,1.4,1.26,-0.14,-10.0
LAND,2024-08-08,2024-06-30,-0.12,-0.18,-0.06,-50.0
LASR,2024-08-01,2024-06-30,-0.13,-0.1,0.03,23.0769
LAUR,2024-08-01,2024-06-30,0.63,0.83,0.2,31.746
LAW,2024-08-08,2024-06-30,-0.09,-0.07,0.02,22.2222
LAZ,2024-07-25,2024-06-30,0.35,0.52,0.17,48.5714
LAZR,2024-08-06,2024-06-30,-0.18,-0.18,0.0,0.0
LBPH,2024-08-01,2024-06-30,-0.44,-0.56,-0.12,-27.2727
LBRDA,2024-08-08,2024-06-30,2.46,1.36,-1.1,-44.7154
LBRDK,2024-08-08,2024-06-30,1.91,1.36,-0.55,-28.7958
LBRT,2024-07-17,2024-06-30,0.59,0.61,0.02,3.3898
LBTYA,2024-07-25,2024-06-30,-0.73,0.07,0.8,109.589
LBTYK,2024-07-25,2024-06-30,-0.95,0.07,1.02,107.3684
LC,2024-07-30,2024-06-30,0.04,0.13,0.09,225.0
LCID,2024-08-05,2024-06-30,-0.26,-0.29,-0.03,-11.5385
LCII,2024-08-06,2024-06-30,2.16,2.4,0.24,11.1111
LDOS,2024-07-30,2024-06-30,2.27,2.63,0.36,15.859
LEA,2024-07-25,2024-06-30,3.4,3.6,0.2,5.8824
LECO,2024-07-31,2024-06-30,2.29,2.34,0.05,2.1834
LEG,2024-08-01,2024-06-30,0.3,0.29,-0.01,-3.3333
LEN,2024-06-17,2024-05-31,3.24,3.45,0.21,6.4815
LENZ,2024-08-15,2024-06-30,-0.49,-0.4,0.09,18.3673
LESL,2024-08-07,2024-06-30,0.32,0.34,0.02,6.25
LEU,2024-08-06,2024-06-30,0.78,1.89,1.11,142.3077
LFST,2024-08-08,2024-06-30,-0.07,-0.06,0.01,14.2857
LFUS,2024-07-30,2024-06-30,1.76,1.97,0.21,11.9318
LGIH,2024-07-30,2024-06-30,2.18,2.48,0.3,13.7615
LGND,2024-08-06,2024-06-30,1.06,1.4,0.34,32.0755
LGTY,2024-08-23,2024-07-31,0.0767,0.12,0.0433,56.4537
LH,2024-07-25,2024-06-30,3.8,3.94,0.14,3.6842
LHX,2024-07-25,2024-06-30,3.18,3.24,0.06,1.8868
LIF,2024-08-08,2024-06-30,-0.09,-0.15,-0.06,-66.6667
LII,2024-07-24,2024-06-30,6.57,6.83,0.26,3.9574
LILA,2024-08-06,2024-06-30,0.02,-0.22,-0.24,-1200.0
LILAK,2024-08-06,2024-06-30,-0.08,-0.22,-0.14,-175.0
LIN,2024-08-02,2024-06-30,3.78,3.85,0.07,1.8519
LINC,2024-08-08,2024-06-30,-0.01,-0.02,-0.01,-100.0
LIND,2024-08-08,2024-06-30,-0.25,-0.48,-0.23,-92.0
LINE,2024-08-21,2024-06-30,-0.17,-0.46,-0.29,-170.5882
LITE,2024-08-14,2024-06-30,0.03,0.06,0.03,100.0
LIVN,2024-07-31,2024-06-30,0.78,0.93,0.15,19.2308
LKFN,2024-07-25,2024-06-30,0.85,0.87,0.02,2.3529
LKQ,2024-07-25,2024-06-30,1.03,0.98,-0.05,-4.8544
LLY,2024-08-08,2024-06-30,2.6,3.92,1.32,50.7692
LMAT,2024-08-01,2024-06-30,0.47,0.52,0.05,10.6383
LMB,2024-08-06,2024-06-30,0.37,0.5,0.13,35.1351
LMND,2024-07-30,2024-06-30,-0.88,-0.81,0.07,7.9545
LMNR,2024-09-09,2024-07-31,0.34,0.42,0.08,23.5294
LMT,2024-07-23,2024-06-30,6.46,6.85,0.39,6.0372
LNC,2024-08-01,2024-06-30,1.77,1.84,0.07,3.9548
LNG,2024-08-08,2024-06-30,1.72,3.84,2.12,123.2558
LNN,2024-06-27,2024-05-31,1.17,1.85,0.68,58.1197
LNT,2024-08-01,2024-06-30,0.64,0.34,-0.3,-46.875
LNTH,2024-07-31,2024-06-30,1.83,1.8,-0.03,-1.6393
LNW,2024-08-07,2024-06-30,1.03,0.9,-0.13,-12.6214
LOB,2024-07-24,2024-06-30,0.46,0.59,0.13,28.2609
LOCO,2024-08-01,2024-06-30,0.21,0.26,0.05,23.8095
LOPE,2024-08-06,2024-06-30,1.1,1.27,0.17,15.4545
LOVE,2024-09-12,2024-07-31,-0.44,-0.38,0.06,13.6364
LOW,2024-08-20,2024-07-31,3.97,4.1,0.13,3.2746
LPG,2024-08-01,2024-06-30,0.98,1.26,0.28,28.5714
LPLA,2024-07-25,2024-06-30,3.7,3.88,0.18,4.8649
LPRO,2024-08-08,2024-06-30,0.05,0.02,-0.03,-60.0
LPX,2024-08-07,2024-06-30,1.93,2.09,0.16,8.2902
LQDA,2024-08-07,2024-06-30,-0.34,-0.37,-0.03,-8.8235
LQDT,2024-08-08,2024-06-30,0.26,0.3,0.04,15.3846
LRCX,2024-07-31,2024-06-30,7.58,8.14,0.56,7.3879
LRMR,2024-08-07,2024-06-30,-0.31,-0.34,-0.03,-9.6774
LRN,2024-08-06,2024-06-30,1.27,1.42,0.15,11.811
LSCC,2024-07-29,2024-06-30,0.24,0.23,-0.01,-4.1667
LSEA,2024-08-01,2024-06-30,0.1,0.08,-0.02,-20.0
LSTR,2024-07-30,2024-06-30,1.45,1.48,0.03,2.069
LTC,2024-07-29,2024-06-30,0.45,0.44,-0.01,-2.2222
LTH,2024-08-01,2024-06-30,0.15,0.26,0.11,73.3333
LULU,2024-08-29,2024-07-31,2.93,3.15,0.22,7.5085
LUMN,2024-08-06,2024-06-30,-0.06,-0.13,-0.07,-116.6667
LUNG,2024-07-31,2024-06-30,-0.43,-0.35,0.08,18.6047
LUV,2024-07-25,2024-06-30,0.51,0.58,0.07,13.7255
LVS,2024-07-24,2024-06-30,0.56,0.55,-0.01,-1.7857
LW,2024-07-24,2024-05-31,1.26,0.78,-0.48,-38.0952
LXFR,2024-07-30,2024-06-30,0.24,0.24,0.0,0.0
LXP,2024-07-31,2024-06-30,-0.02,-0.01,0.01,50.0
LXRX,2024-08-01,2024-06-30,-0.19,-0.17,0.02,10.5263
LXU,2024-07-31,2024-06-30,0.11,0.24,0.13,118.1818
LYB,2024-08-02,2024-06-30,2.23,2.24,0.01,0.4484
LYEL,2024-08-08,2024-06-30,-0.205,-0.18,0.025,12.1951
LYFT,2024-08-07,2024-06-30,0.19,0.24,0.05,26.3158
LYTS,2024-08-15,2024-06-30,0.23,0.24,0.01,4.3478
LYV,2024-07-30,2024-06-30,1.07,1.03,-0.04,-3.7383
LZ,2024-08-07,2024-06-30,0.09,0.1,0.01,11.1111
LZB,2024-08-20,2024-07-31,0.6,0.62,0.02,3.3333
M,2024-08-20,2024-07-31,0.29,0.53,0.24,82.7586
MA,2024-07-31,2024-06-30,3.51,3.59,0.08,2.2792
MAA,2024-07-31,2024-06-30,1.01,0.94,-0.07,-6.9307
MAC,2024-07-31,2024-06-30,-0.06,1.16,1.22,2033.3333
MAN,2024-07-18,2024-06-30,1.28,1.3,0.02,1.5625
MANH,2024-07-23,2024-06-30,0.96,1.18,0.22,22.9167
MAR,2024-07-31,2024-06-30,2.47,2.5,0.03,1.2146
MARA,2024-08-01,2024-06-30,-0.14,-0.72,-0.58,-414.2857
MAS,2024-07-25,2024-06-30,1.18,1.2,0.02,1.6949
MASI,2024-08-06,2024-06-30,0.76,0.86,0.1,13.1579
MASS,2024-08-06,2024-06-30,-0.33,-0.31,0.02,6.0606
MAT,2024-07-23,2024-06-30,0.17,0.19,0.02,11.7647
MATV,2024-08-07,2024-06-30,0.23,0.34,0.11,47.8261
MATW,2024-08-01,2024-06-30,0.56,0.56,0.0,0.0
MATX,2024-08-01,2024-06-30,3.0,3.31,0.31,10.3333
MAX,2024-07-31,2024-06-30,0.01,0.07,0.06,600.0
MBC,2024-08-06,2024-06-30,0.41,0.45,0.04,9.7561
MBCN,2024-07-18,2024-06-30,0.4,0.52,0.12,30.0
MBI,2024-08-06,2024-06-30,-0.15,-2.9,-2.75,-1833.3333
MBIN,2024-07-29,2024-06-30,1.57,1.49,-0.08,-5.0955
MBUU,2024-08-27,2024-06-30,-0.32,-0.39,-0.07,-21.875
MBWM,2024-07-16,2024-06-30,1.16,1.17,0.01,0.8621
MC,2024-07-24,2024-06-30,0.11,0.18,0.07,63.6364
MCB,2024-07-18,2024-06-30,1.57,1.5,-0.07,-4.4586
MCBS,2024-07-19,2024-06-30,0.59,0.66,0.07,11.8644
MCD,2024-07-29,2024-06-30,3.07,2.97,-0.1,-3.2573
MCFT,2024-08-29,2024-06-30,-0.22,-0.04,0.18,81.8182
MCHP,2024-08-01,2024-06-30,0.52,0.53,0.01,1.9231
MCK,2024-08-07,2024-06-30,7.21,7.88,0.67,9.2926
MCO,2024-07-23,2024-06-30,3.02,3.28,0.26,8.6093
MCRI,2024-07-24,2024-06-30,1.11,1.19,0.08,7.2072
MCS,2024-08-01,2024-06-30,0.03,-0.64,-0.67,-2233.3333
MCW,2024-07-31,2024-06-30,0.09,0.11,0.02,22.2222
MCY,2024-07-30,2024-06-30,0.8,1.09,0.29,36.25
MD,2024-08-06,2024-06-30,0.31,0.34,0.03,9.6774
MDB,2024-08-29,2024-07-31,0.49,0.7,0.21,42.8571
MDGL,2024-08-07,2024-06-30,-7.53,-7.1,0.43,5.7105
MDLZ,2024-07-30,2024-06-30,0.79,0.86,0.07,8.8608
MDT,2024-08-20,2024-07-31,1.2,1.23,0.03,2.5
MDU,2024-08-08,2024-06-30,0.22,0.32,0.1,45.4545
MDXG,2024-07-31,2024-06-30,0.08,0.12,0.04,50.0
MED,2024-08-05,2024-06-30,0.39,0.92,0.53,135.8974
MEDP,2024-07-22,2024-06-30,2.54,2.75,0.21,8.2677
MEG,2024-08-06,2024-06-30,-0.22,-0.39,-0.17,-77.2727
MEI,2024-09-05,2024-07-31,-0.3,-0.31,-0.01,-3.3333
MET,2024-07-31,2024-06-30,2.1,2.28,0.18,8.5714
META,2024-07-31,2024-06-30,4.73,5.16,0.43,9.0909
MFA,2024-08-08,2024-06-30,0.38,0.32,-0.06,-15.7895
MGEE,2024-08-07,2024-06-30,0.95,0.66,-0.29,-30.5263
MGM,2024-07-31,2024-06-30,0.62,0.86,0.24,38.7097
MGNI,2024-08-07,2024-06-30,0.15,0.14,-0.01,-6.6667
MGNX,2024-08-06,2024-06-30,-0.59,-0.89,-0.3,-50.8475
MGPI,2024-08-01,2024-06-30,1.54,1.71,0.17,11.039
MGRC,2024-07-25,2024-06-30,1.25,0.84,-0.41,-32.8
MGTX,2024-08-12,2024-06-30,-0.4,-0.76,-0.36,-90.0
MGY,2024-07-31,2024-06-30,0.53,0.56,0.03,5.6604
MHK,2024-07-25,2024-06-30,2.75,3.0,0.25,9.0909
MHO,2024-07-30,2024-06-30,4.59,5.12,0.53,11.5468
MIDD,2024-08-01,2024-06-30,2.31,2.39,0.08,3.4632
MIR,2024-08-01,2024-06-30,0.08,0.1,0.02,25.0
MIRM,2024-08-07,2024-06-30,-0.47,-0.52,-0.05,-10.6383
MITK,2024-08-08,2024-06-30,0.26,0.25,-0.01,-3.8462
MKC,2024-06-27,2024-05-31,0.59,0.69,0.1,16.9492
MKL,2024-07-31,2024-06-30,21.46,26.96,5.5,25.6291
MKSI,2024-08-07,2024-06-30,1.07,1.53,0.46,42.9907
MKTX,2024-08-06,2024-06-30,1.68,1.72,0.04,2.381
ML,2024-08-06,2024-06-30,0.15,0.26,0.11,73.3333
MLAB,2024-08-05,2024-06-30,0.44,0.84,0.4,90.9091
MLI,2024-07-23,2024-06-30,1.29,1.41,0.12,9.3023
MLKN,2024-06-26,2024-05-31,0.54,0.67,0.13,24.0741
MLM,2024-08-08,2024-06-30,5.36,4.76,-0.6,-11.194
MLNK,2024-08-08,2024-06-30,0.08,0.04,-0.04,-50.0
MLYS,2024-08-13,2024-06-30,-0.7,-0.83,-0.13,-18.5714
MMC,2024-07-18,2024-06-30,2.4,2.41,0.01,0.4167
MMI,2024-08-07,2024-06-30,-0.15,-0.14,0.01,6.6667
MMM,2024-07-26,2024-06-30,1.68,1.93,0.25,14.881
MMS,2024-08-07,2024-06-30,1.34,1.46,0.12,8.9552
MMSI,2024-08-01,2024-06-30,0.87,0.92,0.05,5.7471
MNKD,2024-08-07,2024-06-30,0.01,-0.01,-0.02,-200.0
MNMD,2024-08-13,2024-06-30,-0.33,-0.26,0.07,21.2121
MNRO,2024-07-31,2024-06-30,0.01,0.22,0.21,2100.0
MNST,2024-08-07,2024-06-30,0.45,0.41,-0.04,-8.8889
MNTK,2024-08-08,2024-06-30,0.07,-0.01,-0.08,-114.2857
MO,2024-07-31,2024-06-30,1.34,1.31,-0.03,-2.2388
MOD,2024-07-30,2024-06-30,0.87,1.04,0.17,19.5402
MODG,2024-08-07,2024-06-30,0.27,0.42,0.15,55.5556
MODV,2024-08-07,2024-06-30,0.77,-0.03,-0.8,-103.8961
MOFG,2024-07-25,2024-06-30,0.49,1.0,0.51,104.0816
MOH,2024-07-24,2024-06-30,5.5,5.86,0.36,6.5455
MOND,2024-08-14,2024-06-30,-0.15,-0.36,-0.21,-140.0
MOS,2024-08-06,2024-06-30,0.66,0.54,-0.12,-18.1818
MOV,2024-09-05,2024-07-31,0.19,0.16,-0.03,-15.7895
MP,2024-08-01,2024-06-30,-0.09,-0.17,-0.08,-88.8889
MPB,2024-07-24,2024-06-30,0.61,0.71,0.1,16.3934
MPC,2024-08-06,2024-06-30,3.09,4.12,1.03,33.3333
MPW,2024-08-08,2024-06-30,0.06,-0.54,-0.6,-1000.0
MPWR,2024-08-01,2024-06-30,3.07,3.17,0.1,3.2573
MQ,2024-08-07,2024-06-30,0.17,0.23,0.06,35.2941
MRC,2024-08-06,2024-06-30,0.26,0.31,0.05,19.2308
MRCY,2024-08-13,2024-06-30,0.01,0.3,0.29,2900.0
MRK,2024-07-30,2024-06-30,2.15,2.28,0.13,6.0465
MRNA,2024-08-01,2024-06-30,-3.38,-3.33,0.05,1.4793
MRO,2024-08-07,2024-06-30,0.69,0.63,-0.06,-8.6957
MRSN,2024-08-13,2024-06-30,-0.17,-0.2,-0.03,-17.6471
MRTN,2024-07-18,2024-06-30,0.11,0.1,-0.01,-9.0909
MRVI,2024-08-07,2024-06-30,-0.0008,-0.0558,-0.055,-6875.0
MRVL,2024-08-29,2024-07-31,0.3,0.3,0.0,0.0
MS,2024-07-16,2024-06-30,1.65,1.82,0.17,10.303
MSA,2024-07-24,2024-06-30,1.96,2.01,0.05,2.551
MSBI,2024-07-25,2024-06-30,0.7,0.2,-0.5,-71.4286
MSCI,2024-07-23,2024-06-30,3.55,3.64,0.09,2.5352
MSEX,2024-07-31,2024-06-30,0.64,0.59,-0.05,-7.8125
MSFT,2024-07-30,2024-06-30,2.93,2.95,0.02,0.6826
MSGE,2024-08-16,2024-06-30,-0.4975,1.419,1.9165,385.2261
MSGS,2024-08-13,2024-06-30,0.38,1.06,0.68,178.9474
MSI,2024-08-01,2024-06-30,3.01,3.24,0.23,7.6412
MSM,2024-07-02,2024-05-31,1.33,1.33,0.0,0.0
MSTR,2024-08-01,2024-06-30,-0.01,-0.57,-0.56,-5600.0
MTB,2024-07-18,2024-06-30,3.5,3.73,0.23,6.5714
MTCH,2024-07-30,2024-06-30,0.48,0.48,0.0,0.0
MTD,2024-08-01,2024-06-30,9.03,9.65,0.62,6.866
MTDR,2024-07-23,2024-06-30,1.76,2.05,0.29,16.4773
MTG,2024-07-31,2024-06-30,0.64,0.77,0.13,20.3125
MTH,2024-07-24,2024-06-30,5.18,6.31,1.13,21.8147
MTN,2024-09-26,2024-07-31,-4.21,-4.67,-0.46,-10.9264
MTRN,2024-08-05,2024-06-30,1.39,1.42,0.03,2.1583
MTSI,2024-08-01,2024-06-30,0.66,0.66,0.0,0.0
MTTR,2024-08-06,2024-06-30,-0.02,-0.02,0.0,0.0
MTUS,2024-08-08,2024-06-30,0.33,0.15,-0.18,-54.5455
MTW,2024-08-07,2024-06-30,0.49,0.25,-0.24,-48.9796
MTX,2024-07-25,2024-06-30,1.6,1.65,0.05,3.125
MTZ,2024-08-01,2024-06-30,0.87,0.96,0.09,10.3448
MU,2024-06-26,2024-05-31,0.51,0.62,0.11,21.5686
MUR,2024-08-08,2024-06-30,0.74,0.81,0.07,9.4595
MUSA,2024-07-31,2024-06-30,6.92,6.92,0.0,0.0
MVBF,2024-07-29,2024-06-30,0.36,0.31,-0.05,-13.8889
MVIS,2024-08-07,2024-06-30,-0.13,-0.1,0.03,23.0769
MWA,2024-08-05,2024-06-30,0.22,0.32,0.1,45.4545
MXCT,2024-08-06,2024-06-30,-0.13,-0.09,0.04,30.7692
MXL,2024-07-24,2024-06-30,-0.19,-0.25,-0.06,-31.5789
MYE,2024-08-01,2024-06-30,0.31,0.39,0.08,25.8065
MYGN,2024-08-06,2024-06-30,-0.01,0.05,0.06,600.0
MYPS,2024-08-05,2024-06-30,-0.01,-0.02,-0.01,-100.0
MYRG,2024-07-31,2024-06-30,1.13,-0.91,-2.04,-180.531
NABL,2024-08-08,2024-06-30,0.1,0.14,0.04,40.0
NAPA,2024-09-25,2024-07-31,0.1,0.14,0.04,40.0
NARI,2024-07-30,2024-06-30,-0.15,-0.38,-0.23,-153.3333
NAT,2024-08-29,2024-06-30,0.1,0.1,0.0,0.0
NATL,2024-08-13,2024-06-30,0.69,0.81,0.12,17.3913
NAVI,2024-07-24,2024-06-30,0.43,0.29,-0.14,-32.5581
NBBK,2024-07-24,2024-06-30,0.24,0.24,0.0,0.0
NBHC,2024-07-23,2024-06-30,0.74,0.68,-0.06,-8.1081
NBIX,2024-08-01,2024-06-30,1.05,0.63,-0.42,-40.0
NBR,2024-07-23,2024-06-30,-1.85,-4.29,-2.44,-131.8919
NBTB,2024-07-22,2024-06-30,0.69,0.69,0.0,0.0
NCLH,2024-07-31,2024-06-30,0.35,0.4,0.05,14.2857
NCMI,2024-08-05,2024-06-30,-0.08,-0.09,-0.01,-12.5
NCNO,2024-08-27,2024-07-31,0.13,0.14,0.01,7.6923
NDAQ,2024-07-25,2024-06-30,0.64,0.69,0.05,7.8125
NDSN,2024-08-21,2024-07-31,2.33,2.41,0.08,3.4335
NE,2024-07-31,2024-06-30,0.63,0.72,0.09,14.2857
NECB,2024-07-22,2024-06-30,0.72,0.97,0.25,34.7222
NEE,2024-07-24,2024-06-30,0.98,0.96,-0.02,-2.0408
NEM,2024-07-24,2024-06-30,0.62,0.72,0.1,16.129
NEO,2024-07-29,2024-06-30,-0.0023,0.03,0.0323,1404.3478
NEOG,2024-07-30,2024-05-31,0.12,0.1,-0.02,-16.6667
NET,2024-08-01,2024-06-30,0.14,0.2,0.06,42.8571
NEWT,2024-08-05,2024-06-30,0.42,0.43,0.01,2.381
NEXT,2024-08-14,2024-06-30,-0.11,-0.13,-0.02,-18.1818
NFBK,2024-07-24,2024-06-30,0.14,0.14,0.0,0.0
NFE,2024-08-09,2024-06-30,0.07,-0.41,-0.48,-685.7143
NFG,2024-07-31,2024-06-30,0.96,0.99,0.03,3.125
NFLX,2024-07-18,2024-06-30,4.74,4.88,0.14,2.9536
NG,2024-06-26,2024-05-31,-0.02,-0.04,-0.02,-100.0
NGNE,2024-08-09,2024-06-30,-1.05,-1.09,-0.04,-3.8095
NGVT,2024-07-31,2024-06-30,1.05,1.01,-0.04,-3.8095
NHI,2024-08-06,2024-06-30,0.74,0.81,0.07,9.4595
NI,2024-08-07,2024-06-30,0.17,0.21,0.04,23.5294
NIC,2024-07-16,2024-06-30,1.66,1.92,0.26,15.6627
NJR,2024-08-06,2024-06-30,-0.02,-0.09,-0.07,-350.0
NKE,2024-06-27,2024-05-31,0.83,1.01,0.18,21.6867
NKTX,2024-08-13,2024-06-30,-0.45,-0.34,0.11,24.4444
NLY,2024-07-24,2024-06-30,0.65,0.68,0.03,4.6154
NMIH,2024-07-30,2024-06-30,1.05,1.2,0.15,14.2857
NMRA,2024-08-06,2024-06-30,-0.3576,-0.37,-0.0124,-3.4676
NMRK,2024-08-02,2024-06-30,0.21,0.22,0.01,4.7619
NN,2024-08-07,2024-06-30,-0.14,-0.21,-0.07,-50.0
NNI,2024-08-08,2024-06-30,1.33,1.23,-0.1,-7.5188
NNN,2024-08-01,2024-06-30,0.49,0.58,0.09,18.3673
NNOX,2024-08-20,2024-06-30,-0.22,-0.23,-0.01,-4.5455
NOC,2024-07-25,2024-06-30,5.93,6.36,0.43,7.2513
NOG,2024-07-30,2024-06-30,1.22,1.46,0.24,19.6721
NOV,2024-07-25,2024-06-30,0.35,0.57,0.22,62.8571
NOVA,2024-07-31,2024-06-30,-0.63,-0.08,0.55,87.3016
NOVT,2024-08-06,2024-06-30,0.69,0.73,0.04,5.7971
NOW,2024-07-24,2024-06-30,2.84,3.13,0.29,10.2113
NPO,2024-08-06,2024-06-30,1.85,2.08,0.23,12.4324
NR,2024-08-05,2024-06-30,0.08,0.12,0.04,50.0
NRDS,2024-07-31,2024-06-30,-0.05,-0.12,-0.07,-140.0
NRG,2024-08-08,2024-06-30,1.55,3.37,1.82,117.4194
NRGV,2024-08-06,2024-06-30,-0.12,-0.18,-0.06,-50.0
NRIM,2024-07-24,2024-06-30,1.31,1.62,0.31,23.6641
NRIX,2024-07-11,2024-05-31,-0.63,-0.71,-0.08,-12.6984
NSA,2024-08-05,2024-06-30,0.29,0.16,-0.13,-44.8276
NSC,2024-07-25,2024-06-30,2.86,3.06,0.2,6.993
NSIT,2024-08-01,2024-06-30,2.82,2.46,-0.36,-12.766
NSP,2024-08-01,2024-06-30,0.73,0.86,0.13,17.8082
NSSC,2024-08-26,2024-06-30,0.35,0.36,0.01,2.8571
NTAP,2024-08-28,2024-07-31,1.45,1.56,0.11,7.5862
NTB,2024-07-22,2024-06-30,1.05,1.09,0.04,3.8095
NTCT,2024-07-25,2024-06-30,0.12,0.28,0.16,133.3333
NTGR,2024-07-31,2024-06-30,-0.81,-0.74,0.07,8.642
NTLA,2024-08-08,2024-06-30,-1.23,-1.52,-0.29,-23.5772
NTNX,2024-08-28,2024-07-31,0.2,0.27,0.07,35.0
NTRA,2024-08-08,2024-06-30,-0.69,-0.3,0.39,56.5217
NTRS,2024-07-17,2024-06-30,1.91,1.78,-0.13,-6.8063
NTST,2024-07-29,2024-06-30,0.04,-0.03,-0.07,-175.0
NU,2024-08-13,2024-06-30,0.1,0.12,0.02,20.0
NUE,2024-07-22,2024-06-30,2.35,2.68,0.33,14.0426
NUS,2024-08-08,2024-06-30,0.17,0.21,0.04,23.5294
NUVB,2024-08-05,2024-06-30,-0.06,-0.15,-0.09,-150.0
NUVL,2024-08-08,2024-06-30,-0.7382,-0.88,-0.1418,-19.2089
NVAX,2024-08-08,2024-06-30,1.64,0.99,-0.65,-39.6341
NVCR,2024-07-25,2024-06-30,-0.41,-0.31,0.1,24.3902
NVDA,2024-08-28,2024-07-31,0.63,0.68,0.05,7.9365
NVEE,2024-08-07,2024-06-30,1.21,1.24,0.03,2.4793
NVR,2024-07-23,2024-06-30,121.21,120.69,-0.52,-0.429
NVRI,2024-08-01,2024-06-30,-0.01,0.02,0.03,300.0
NVRO,2024-08-06,2024-06-30,-0.68,-0.53,0.15,22.0588
NVST,2024-08-07,2024-06-30,0.27,0.11,-0.16,-59.2593
NVT,2024-08-06,2024-06-30,0.83,0.82,-0.01,-1.2048
NVTS,2024-08-05,2024-06-30,-0.06,-0.07,-0.01,-16.6667
NWBI,2024-07-23,2024-06-30,0.22,0.27,0.05,22.7273
NWE,2024-07-30,2024-06-30,0.49,0.53,0.04,8.1633
NWL,2024-07-26,2024-06-30,0.21,0.36,0.15,71.4286
NWN,2024-08-02,2024-06-30,-0.13,-0.07,0.06,46.1538
NWPX,2024-07-31,2024-06-30,0.63,0.86,0.23,36.5079
NWS,2024-08-08,2024-06-30,0.16,0.0873,-0.0727,-45.4375
NWSA,2024-08-08,2024-06-30,0.16,0.17,0.01,6.25
NX,2024-09-05,2024-07-31,0.71,0.73,0.02,2.8169
NXRT,2024-07-30,2024-06-30,-0.15,0.4,0.55,366.6667
NXST,2024-08-08,2024-06-30,4.17,3.54,-0.63,-15.1079
NXT,2024-08-01,2024-06-30,0.65,0.93,0.28,43.0769
NYMT,2024-07-31,2024-06-30,0.03,-0.29,-0.32,-1066.6667
NYT,2024-08-07,2024-06-30,0.4,0.45,0.05,12.5
O,2024-08-05,2024-06-30,0.36,0.29,-0.07,-19.4444
OABI,2024-08-08,2024-06-30,-0.17,-0.13,0.04,23.5294
OB,2024-08-08,2024-06-30,-0.06,-0.04,0.02,33.3333
OBK,2024-07-24,2024-06-30,0.62,0.67,0.05,8.0645
OBT,2024-07-31,2024-06-30,1.35,1.46,0.11,8.1481
OC,2024-08-06,2024-06-30,4.33,4.64,0.31,7.1594
OCFC,2024-07-18,2024-06-30,0.43,0.39,-0.04,-9.3023
OCGN,2024-08-08,2024-06-30,-0.05,-0.04,0.01,20.0
OCUL,2024-08-07,2024-06-30,-0.22,-0.26,-0.04,-18.1818
ODFL,2024-07-24,2024-06-30,1.45,1.48,0.03,2.069
ODP,2024-08-07,2024-06-30,1.2,0.56,-0.64,-53.3333
OEC,2024-08-01,2024-06-30,0.56,0.41,-0.15,-26.7857
OFG,2024-07-18,2024-06-30,0.96,1.08,0.12,12.5
OFIX,2024-08-06,2024-06-30,-0.19,0.05,0.24,126.3158
OGE,2024-08-07,2024-06-30,0.46,0.51,0.05,10.8696
OGN,2024-08-06,2024-06-30,1.08,1.12,0.04,3.7037
OGS,2024-08-05,2024-06-30,0.49,0.48,-0.01,-2.0408
OHI,2024-08-01,2024-06-30,0.35,0.45,0.1,28.5714
OI,2024-07-30,2024-06-30,0.43,0.44,0.01,2.3256
OII,2024-07-24,2024-06-30,0.31,0.34,0.03,9.6774
OIS,2024-07-29,2024-06-30,0.04,0.07,0.03,75.0
OKE,2024-08-05,2024-06-30,1.21,1.33,0.12,9.9174
OKTA,2024-08-28,2024-07-31,0.61,0.72,0.11,18.0328
OLED,2024-08-01,2024-06-30,1.14,1.1,-0.04,-3.5088
OLLI,2024-08-29,2024-07-31,0.78,0.78,0.0,0.0
OLMA,2024-08-06,2024-06-30,-0.55,-0.54,0.01,1.8182
OLN,2024-07-25,2024-06-30,0.7,0.67,-0.03,-4.2857
OLO,2024-07-31,2024-06-30,0.05,0.05,0.0,0.0
OLP,2024-08-06,2024-06-30,0.12,0.45,0.33,275.0
OLPX,2024-08-06,2024-06-30,0.03,0.03,0.0,0.0
OMC,2024-07-16,2024-06-30,1.93,1.95,0.02,1.0363
OMCL,2024-08-01,2024-06-30,0.14,0.51,0.37,264.2857
OMER,2024-08-07,2024-06-30,-1.14,-0.97,0.17,14.9123
OMF,2024-07-31,2024-06-30,0.93,1.02,0.09,9.6774
OMI,2024-08-02,2024-06-30,0.33,0.36,0.03,9.0909
ON,2024-07-29,2024-06-30,0.92,0.96,0.04,4.3478
ONB,2024-07-23,2024-06-30,0.44,0.46,0.02,4.5455
ONEW,2024-07-30,2024-06-30,2.12,1.05,-1.07,-50.4717
ONIT,2024-08-01,2024-06-30,1.36,1.33,-0.03,-2.2059
ONTF,2024-08-06,2024-06-30,0.01,0.03,0.02,200.0
ONTO,2024-08-08,2024-06-30,1.2,1.32,0.12,10.0
OOMA,2024-08-27,2024-07-31,0.14,0.15,0.01,7.1429
OPCH,2024-07-31,2024-06-30,0.27,0.3,0.03,11.1111
OPEN,2024-08-01,2024-06-30,-0.11,-0.04,0.07,63.6364
OPK,2024-08-07,2024-06-30,-0.09,-0.01,0.08,88.8889
OPRX,2024-08-08,2024-06-30,-0.06,0.02,0.08,133.3333
ORA,2024-08-06,2024-06-30,0.36,0.4,0.04,11.1111
